# Domain 4.0 - Security Operations
# Subdomain 4.1 - Security Techniques for Computing Resources
# Format: question|answer_a|answer_b|answer_c|answer_d|correct_idx|explanation|domain|subdomain

Which Windows security feature encrypts individual files using certificates allowing access only to authorized users?|BitLocker|EFS (Encrypting File System)|Windows Defender|UAC|1|EFS (Encrypting File System) encrypts individual files and folders using user's certificate and keys, providing file-level encryption on NTFS volumes. Transparent to authorized user (automatically decrypts), inaccessible to others even with physical access. Use cases: (1) Protect sensitive files on shared computers, (2) Supplement BitLocker with file-level granularity, (3) Encrypt specific folders like Documents. How it works: (1) File encrypted with symmetric FEK (File Encryption Key), (2) FEK encrypted with user's public key from certificate, (3) Decryption uses user's private key from profile. Limitations: (1) Unencrypted when user logged in (memory, temp files), (2) No protection if attacker has user's password, (3) Lost certificate = lost data (export certificates), (4) Doesn't encrypt metadata (filename, size). Alternatives: BitLocker for full disk encryption, third-party tools (VeraCrypt). Access via: File properties → Advanced → Encrypt contents. Share encrypted files: add other users' certificates. Green filename indicates EFS encryption.|4.0|4.1
What secure coding practice validates and sanitizes all user input preventing injection attacks?|Trust all input|Input validation and sanitization|Execute input directly|Accept any format|1|Input validation and sanitization examines all user input ensuring it matches expected format, length, and character set before processing, preventing injection attacks (SQL, command, LDAP, XSS). Two approaches: (1) Allowlisting (preferred) - accept only known-good patterns (digits only for ZIP codes, regex for email), reject anything else, (2) Denylisting (weak) - block known-bad characters/patterns (blocked strings easily bypassed with encoding). Validation: check data type, length, range, format (regex). Sanitization: encode/escape special characters for context (HTML entity encoding for web, parameterized queries for SQL). Validate: client-side (UX, never trust), server-side (security, always required). Examples: (1) SQL injection: use prepared statements/parameterized queries never concatenate input into queries, (2) XSS: HTML encode output, (3) Command injection: avoid system calls or use safe APIs. OWASP validation regex library, frameworks provide built-in validation. Defense in depth: input validation + parameterized queries + least privilege database accounts.|4.0|4.1
Which mobile security technology creates encrypted secure container separating work and personal data?|Shared storage|Workspace/app containerization|Single profile|No separation|1|Workspace/app containerization creates encrypted isolated container on device separating corporate data/apps from personal, managed independently by MDM. Architecture: (1) Work profile (Android) or managed apps (iOS) with separate credentials, (2) Encrypted storage preventing personal apps from accessing work data, (3) Separate app stores (managed Google Play), (4) Independent policies (work apps can require VPN, personal apps don't). Benefits: (1) Privacy - organization can't see personal data/apps/browsing, (2) Security - corporate wipe removes only work container, (3) DLP - copy/paste between work/personal controlled, (4) Compliance - work data encrypted with organization keys. Implementations: Android Enterprise work profile (briefcase icon), iOS Managed Apps, Samsung Knox, BlackBerry Dynamics, MobileIron AppConnect. Contrast: BYOD without containerization requires full device control raising privacy concerns, company-owned devices allow full wipe. Containerization enables BYOD by protecting corporate data while respecting employee privacy.|4.0|4.1
What server hardening technique runs each service under dedicated low-privilege account instead of root or SYSTEM?|Run everything as root|Service accounts with least privilege|Share administrator account|Use guest account for services|1|Service accounts with least privilege creates dedicated accounts for each service with only required permissions, limiting damage if service compromised. Linux: avoid running services as root, create service-specific accounts (www-data for Apache, mysql for MySQL) with no shell (/bin/nologin), minimal file access (only /var/www or /var/lib/mysql), no sudo privileges. Windows: avoid Local System (most privilege), use Virtual Service Accounts (NT SERVICE\ServiceName) for IIS/SQL or Group Managed Service Accounts (gMSAs) for cross-server services with auto password management. Benefits: (1) Lateral movement prevention - compromised web server can't read database files, (2) Privilege escalation harder, (3) Audit trails per service, (4) Defense in depth. Configure service permissions: Linux setcap for specific capabilities without full root, Windows service permissions in Services.msc. Document service account requirements for troubleshooting. Principle of least privilege - services shouldn't need admin/root unless absolutely required.|4.0|4.1
Which patch management metric tracks percentage of systems with current security updates applied?|Mean time to patch|Patch compliance rate|Total patches released|Vulnerability count|1|Patch compliance rate measures percentage of systems with required security patches applied within SLA timeframes (e.g., 95% of systems patched within 30 days of critical patch release). Calculated: (Systems patched / Total systems requiring patch) × 100. Why important: (1) Quantifies security posture, (2) Tracks patch management effectiveness, (3) Compliance reporting (PCI DSS requires patch metrics), (4) Identifies problem systems/departments. Target: 95%+ for critical patches within 30 days, 98%+ for important within 60 days. Track separately: patch types (OS vs application), severity (critical vs important), system categories (servers vs workstations). Challenges: offline systems, unmanaged devices, compatibility issues. Tools: WSUS/SCCM compliance reports, patch management solutions provide dashboards. Complement with: Mean Time To Patch (MTTP - average days from release to deployment), missing patch count, vulnerability window. Trend over time shows improvement or degradation. Exception tracking for systems that can't patch.|4.0|4.1
What hardening technique configures systems to require minimum password length and complexity?|No password requirements|Password policy enforcement|Allow blank passwords|Single character passwords|1|Password policy enforcement configures and enforces password requirements preventing weak passwords that enable brute force attacks. Common policies: (1) Length (minimum 12-16 characters, NIST recommends 8+ but longer better), (2) Complexity (uppercase, lowercase, digits, symbols - less emphasis in NIST SP 800-63B), (3) History (prevent reuse of last 24 passwords), (4) Age (maximum 90 days but NIST no longer recommends forced expiration without evidence of compromise), (5) Lockout (5-10 failed attempts, lockout duration 15-30 min). Implementation: Active Directory Group Policy, Linux PAM (Pluggable Authentication Modules), password management tools. Current best practice shift: favor passphrases (correcthorsebatterystaple - long, memorable, no forced complexity), allow password managers, eliminate forced rotation creating predictable patterns (Summer2024!), check against breach lists (Have I Been Pwned, NIST 800-63B recommends). Complement with MFA reducing password attack effectiveness. Balance security against usability (overly complex policies lead to written-down passwords).|4.0|4.1
Which email security technique verifies sender domain legitimacy using DNS records?|Accept all senders|SPF, DKIM, DMARC validation|No verification|Trust all emails|1|SPF (Sender Policy Framework), DKIM (DomainKeys Identified Mail), and DMARC (Domain-based Message Authentication, Reporting & Conformance) validate sender legitimacy reducing phishing and spoofing. SPF: DNS TXT record lists authorized sending servers for domain, receiving server checks sending IP against list, reject if unlisted. DKIM: cryptographic signature in email header verified against public key in DNS, confirms message unmodified and from authorized sender. DMARC: policy in DNS specifies SPF/DKIM handling failures (none/quarantine/reject), alignment checks, reporting for visibility. Implementation: (1) Publish records in DNS (SPF: v=spf1 ip4:192.0.2.0/24 -all, DKIM: public key, DMARC: v=DMARC1; p=quarantine), (2) Configure email server validation, (3) Monitor reports. Benefits: prevents domain spoofing (CEO fraud), reduces phishing emails appearing from legitimate domains, improves deliverability. Limitations: doesn't verify message content, sophisticated phishing uses similar domains, internal email may bypass. 70%+ of phishing uses spoofed domains - SPF/DKIM/DMARC significantly reduces effectiveness.|4.0|4.1
What hardening practice disables or removes sample code, development tools, and debugging features from production systems?|Install all development tools|Remove development/debug features|Enable verbose logging|Activate debug mode|1|Remove development/debug features eliminates sample applications, debug modes, verbose error messages, development tools, and default content from production systems reducing information disclosure and attack surface. Remove: (1) Web servers: sample sites (IIS sample apps, Apache test pages), default welcome pages listing server info, (2) Application servers: sample apps (JBoss admin console, Tomcat manager), debug modes exposing stack traces, (3) Databases: sample databases (Northwind, AdventureWorks), xp_cmdshell, (4) Development tools: compilers, debuggers, source code, (5) Documentation: READMEs revealing version/configs. Disable: verbose error messages (show generic errors to users, log details server-side), debugging features (Java remote debugging, .NET debug mode), test accounts. Why: attackers leverage samples for known vulnerabilities, debug output reveals internal paths/versions/logic, test accounts have weak passwords. Verify with scanners (Nessus checks default content), manual review. Principle: production systems should contain only required operational code, no development artifacts.|4.0|4.1
Which wireless security technique limits connections to approved device MAC addresses?|Allow all devices|MAC address filtering|Open authentication|WEP encryption|1|MAC address filtering maintains allow list or deny list of device MAC addresses on wireless access point, permitting or blocking connections based on hardware address. Implementation: AP admin interface add approved MAC addresses to allow list, configure to reject unlisted devices (whitelist mode) or block specific devices (blacklist mode). Security value: minimal - MAC addresses easily spoofed using tools like macchanger (Linux) or registry edit (Windows), visible in wireless traffic even on encrypted networks, adds administrative burden. Better security: (1) WPA3 encryption (mandatory), (2) 802.1X authentication with RADIUS (enterprise), (3) Strong PSK (20+ characters), (4) Client certificates, (5) Network segmentation. MAC filtering appropriate for: (1) Defense in depth - minor obstacle for attackers, (2) Compliance requirements, (3) Asset management (track connected devices), (4) IoT device control (many IoT can't do 802.1X). Limitations: tedious maintenance (adding laptops/phones/guests), false sense of security if relied upon alone. Complement with proper encryption and authentication, not replacement.|4.0|4.1
What mobile app security technique wraps existing apps with additional security policies without modifying source code?|Recompiling apps|App wrapping|Source code changes|Uninstalling apps|1|App wrapping injects security policies into existing mobile applications without source code access or recompilation by encapsulating app in security layer (wrapper). Process: MDM admin uploads app binary (.ipa for iOS, .apk for Android), wrapping tool injects security framework, produces wrapped app for distribution. Policies applied: (1) Data encryption at rest, (2) VPN enforcement (route app traffic through corporate VPN), (3) Authentication (require PIN/biometric), (4) Data loss prevention (disable copy/paste, screenshot, printing), (5) Conditional access (require managed device). Use cases: third-party apps without native MDM support, legacy apps, quick deployment without developer involvement. Limitations: (1) May break some app functionality, (2) App updates require re-wrapping, (3) Less granular than SDK integration, (4) Potential incompatibilities. Alternatives: MAM SDKs (developer integrates security framework, more stable but requires code access), containerization (whole container has policies). Tools: MobileIron AppConnect, VMware Workspace ONE, Microsoft Intune.|4.0|4.1
Which Windows feature enforces secure configurations by restricting registry and file system changes to approved paths?|Run everything as admin|Windows Integrity Control / Mandatory Integrity Control (MIC)|Disable all restrictions|Grant full access|1|Windows Integrity Control (also called Mandatory Integrity Control - MIC) assigns integrity levels to processes and objects preventing lower integrity processes from writing to higher integrity locations. Four levels: System (kernel, system services), High (administrators), Medium (standard users), Low (sandboxed apps like browsers). Protected locations: HKLM registry (High), Program Files (High), user profile (Medium). Low integrity processes (Internet Explorer Protected Mode, sandboxed apps) can only write to Low integrity temp folders preventing malware from installing persistently. Attacks prevented: downloaded malware can't modify registry Run keys, browser exploit can't install drivers, drive-by download can't modify system files. View integrity: icacls file shows Mandatory Label. Set low integrity: icacls file /setintegritylevel low. Browsers: IE Protected Mode, Chrome/Edge sandboxing use low integrity. Complement User Account Control (UAC) prompting for High integrity actions. Windows Vista+ mandatory part of security model providing defense-in-depth against privilege escalation.|4.0|4.1
What server hardening technique removes or disables web server directory listing preventing reconnaissance?|Enable directory browsing|Disable directory indexing/listing|List all directories|Auto-index files|1|Disable directory indexing/listing prevents web servers from displaying folder contents when no index file (index.html, default.aspx) exists, preventing information disclosure and reconnaissance. Default behavior varies: Apache Options -Indexes in .htaccess or httpd.conf, IIS disable "Directory Browsing" in feature settings, nginx autoindex off in nginx.conf. Why disable: (1) Information disclosure - attacker sees backup files (.bak, ~), configuration files, directory structure, (2) Reconnaissance - identify targets (admin directories, upload folders), (3) Accidental exposure - developers leave temp files revealed. Attacks: attackers find unlinked pages, identify vulnerable versions from file timestamps, discover backup files with source code or credentials. Best practice: (1) Disable globally, (2) Ensure index files in all directories, (3) Remove backup/temp files from web root, (4) Use .htaccess deny for sensitive dirs (Apache), (5) File permissions prevent reading outside web root. Scanners (Nikto, Nessus) detect directory listing. Defense in depth - obscuring directory contents doesn't replace authentication, adds reconnaissance difficulty.|4.0|4.1
