# Domain 2.0 - Threats, Vulnerabilities, and Mitigations
# Subdomain 2.5 - Mitigation Techniques
# Format: question|answer_a|answer_b|answer_c|answer_d|correct_idx|explanation|domain|subdomain

Implementing account lockout with exponential backoff mitigates what while avoiding DoS?|XSS|Brute force without enabling easy account lockout DoS|SQL injection|Phishing|1|Account lockout with exponential backoff temporarily locks accounts after failed login attempts, with increasing delays for repeated failures, mitigating brute force attacks while reducing denial-of-service risk from attackers deliberately locking legitimate user accounts. Traditional account lockout problem: after 5 failed attempts lock 30 minutes → attacker can lock all users by trying wrong passwords (account lockout DoS attack). Exponential backoff solution: 1st failure = no delay, 2nd = 2 seconds, 3rd = 4 seconds, 4th = 8 seconds, 5th = 16 seconds, continuing up to maximum (e.g., 5 minutes). Legitimate users rarely notice (few failures) but automated attacks become impractically slow (try 10K passwords but each attempt takes minutes). Variations: per-IP rate limiting (slow down attackers without affecting account), CAPTCHA after threshold (stops bots but allows humans), account lockout only after CAPTCHA failures (user gets CAPTCHA opportunity before lockout), risk-based authentication (unusual location/device triggers stricter checks). Best practices: notify users of lockout attempts (alerts to account takeover attempts), monitor for patterns (many lockouts suggests attack), provide account recovery process, whitelist trusted IPs (employees from office), log all authentication failures. Balance: security (stop attacks) vs. usability (don't frustrate legitimate users) vs. availability (don't enable DoS). Multi-factor authentication (MFA) makes brute force impractical regardless of lockout policy.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Data loss prevention (DLP) tools monitoring egress points prevent what?|Data imports|Sensitive data exfiltration|Inbound attacks|Authentication|1|Data Loss Prevention (DLP) tools monitor egress points (email, web uploads, USB, printing, cloud services) for sensitive data leaving the organization, preventing intellectual property theft, compliance violations, and data breaches. DLP identifies sensitive data via: pattern matching (credit card numbers, SSNs), regular expressions (account numbers), keywords (confidential, proprietary), fingerprinting (exact document matches), statistical analysis (similar documents), machine learning (classifying content). Enforcement actions: block (prevent transmission), quarantine (hold for review), encrypt (secure transmission), alert (notify security), log only (audit mode). Deployment locations: network DLP (monitors email/web traffic), endpoint DLP (monitors files copied to USB/printed/uploaded), cloud DLP (monitors SaaS applications like Box/Dropbox/O365), discovery (finds sensitive data at rest). Use cases: prevent accidental disclosure (employee emails customer list to personal account), stop malicious exfiltration (disgruntled employee copying trade secrets), compliance (PCI-DSS requires DLP for card data, HIPAA for PHI, GDPR for personal data). Challenges: high false positive rates requiring tuning, encrypted traffic requires SSL inspection, performance impact scanning all traffic, legitimate business needs for external sharing. Major vendors: Symantec, McAfee, Forcepoint, Microsoft Purview. Complement with insider threat programs, least privilege, user training.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Security information and event management (SIEM) systems provide what primary capability?|Encryption|Centralized log aggregation and correlation|Patching|Segmentation|1|SIEM systems centrally aggregate, normalize, correlate, and analyze logs from diverse sources (firewalls, IDS/IPS, servers, endpoints, applications, cloud), providing security visibility and threat detection across the enterprise. SIEM capabilities: real-time monitoring (dashboards showing security posture), correlation rules (detect attack patterns across multiple events), alerting (notify analysts of suspicious activity), forensic analysis (investigate incidents via historical data), compliance reporting (demonstrate logging for PCI-DSS, HIPAA, SOX). Example correlation: detect lateral movement by correlating failed login from IP X on server A, then successful login from same IP on server B minutes later (potential compromised credentials). Log sources: Windows Event Logs, syslog from Linux/network devices, firewall denies, IDS alerts, antivirus detections, authentication logs, DNS queries, proxy logs, cloud API calls. Use cases: detect compromised accounts (impossible travel), find malware (C2 beaconing patterns), identify privilege escalation, discover policy violations, provide audit trails. Major platforms: Splunk, IBM QRadar, ArcSight, LogRhythm, Microsoft Sentinel. Challenges: expensive (licensing per GB/day ingested), complex tuning (reduce false positives), skilled analysts required (interpret findings), alert fatigue (too many low-value alerts). Success factors: define use cases before deployment, prioritize high-fidelity alerts, integrate threat intelligence feeds, automate response with SOAR.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Immutable infrastructure where systems are replaced rather than patched implements what concept?|Persistent modifications|Ephemeral infrastructure (disposable)|Manual configuration|Long-lived servers|1|Immutable infrastructure treats servers as disposable rather than persistent - systems are never modified after deployment; changes require building new system images and replacing old instances. Opposes traditional "pets" model (servers maintained for years, manually patched/configured) favoring "cattle" model (instances easily replaced). How it works: developer commits code → CI/CD pipeline builds new container image or VM → automated deployment replaces running instances → old instances terminated. Benefits: eliminates configuration drift (all instances identical), prevents persistent malware (redeployment removes infections), simplifies rollback (redeploy previous image), ensures consistent security baselines, reduces complexity (no patch testing per server). Implementation: containers (Docker images never modified, replaced entirely), serverless (functions ephemeral by nature), infrastructure-as-code (Terraform/CloudFormation define configurations), image-based deployment (Packer creates VM images). Challenges: stateful data requires separate persistence (databases, object storage), requires mature CI/CD pipeline, cultural shift from traditional administration, initial setup investment. Security benefits: compromised server replaced in minutes (automated redeployment), patching simplified (rebuild base image, redeploy all), attack surface reduced (no SSH access needed to running servers). Cloud-native architectures embrace immutability - AWS Auto Scaling, Kubernetes pods exemplify concept.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing geo-blocking to restrict access by country/region mitigates what?|Local attacks|Attacks from high-risk regions|Insider threats|Physical theft|1|Geo-blocking uses IP geolocation to restrict or allow access based on user's geographic location, blocking traffic from countries where organization has no business presence, reducing attack surface from high-risk regions. Common implementation: block countries known for high attack volumes (often Russia, China, Nigeria, North Korea - though legitimate users exist in all regions). Use cases: e-commerce allowing only customer countries, government systems allowing only domestic access, banking restricting to service regions, blocking compliance-prohibited countries (OFAC sanctions). Technologies: firewall geo-IP rules, CDN geo-restrictions (Cloudflare, Akamai), WAF geo-blocking, load balancer filtering. Benefits: reduces brute force from botnets, blocks state-sponsored attacks, simplifies compliance (data sovereignty requirements), reduces attack surface by 90%+ if limited countries needed. Limitations: VPNs/proxies allow bypassing (attackers route through allowed countries), blocks legitimate users traveling abroad, may violate discrimination laws in some jurisdictions, can't stop attacks from allowed countries or local attackers. Ethical considerations: blanket country blocking may be perceived as discriminatory; consider risk-based approach (require MFA from certain countries rather than absolute block). Combine with threat intelligence (block known malicious IPs regardless of country, allow known-good IPs regardless of country). Review periodically since attack origins shift over time.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing file integrity monitoring (FIM) enables detection of what?|Network attacks|Unauthorized file modifications|Physical theft|Password attacks|1|File Integrity Monitoring (FIM) uses cryptographic hashes to detect unauthorized modifications to critical system files, configurations, and binaries, alerting to malware infections, backdoors, policy violations, and insider tampering. How it works: establish baseline (hash all monitored files), periodically rehash files, compare against baseline, alert on differences. Monitored items: OS system files (/bin, /sbin, system32), application binaries, configuration files, web application code, database files, log files (detect deletion/modification). Use cases: detect rootkits (system binary modifications), find backdoors (unexpected files in system directories), verify patch application (system files updated correctly), compliance (PCI-DSS requires FIM for cardholder data systems). Change types detected: modification (content changed), creation (new files), deletion (files removed), permission changes (chmod alterations), ownership changes. Tools: Tripwire (dedicated FIM), AIDE (Linux), OSSEC (open source), Windows File Replication Service, commercial SIEM/EDR solutions. Implementation: define monitoring scope (too much generates noise), establish legitimate change process (approved changes shouldn't alert), integrate with change management (baseline updates after approved changes), tune alert thresholds (reduce false positives). Challenges: high-change environments (web servers with frequent deployments) generate many alerts, requires baseline maintenance, performance impact of continuous hashing. Critical for compliance (PCI-DSS 11.5, HIPAA, FISMA mandate FIM).|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Security awareness training teaching users to recognize phishing mitigates what attack vector?|Technical vulnerability exploitation|Social engineering attacks|DDoS|Brute force|1|Security awareness training educates users to recognize and report phishing emails, malicious links, suspicious attachments, social engineering calls, and other human-targeted attacks, reducing the most successful attack vector (humans). Training topics: identifying phishing emails (sender verification, urgency tactics, unexpected attachments, suspicious links), recognizing social engineering (pretexting, impersonation, authority abuse), safe browsing practices (HTTPS verification, avoiding unknown sites), password security (unique passwords, complexity, managers), physical security (tailgating, badge sharing, secure disposal), incident reporting (when/how to report suspicious activity), data handling (classification, encryption, sharing policies). Delivery methods: annual mandatory training, monthly security tips, simulated phishing campaigns (send fake phishing, track who clicks, retrain failures), posters/reminders, lunch-and-learn sessions, onboarding training for new hires. Metrics: phishing simulation click rates (track improvement over time), time-to-report suspicious emails, training completion rates, incident reports per user. Best practices: make engaging not boring (gamification, real examples, short modules), positive reinforcement (praise reporters, don't punish victims), executive participation (leaders model behavior), continuous reinforcement (not just annual), measure effectiveness (before/after phishing click rates). Regulatory requirements: PCI-DSS, HIPAA, GDPR require security awareness. Most breaches involve human error - training is cost-effective mitigation reducing social engineering success from 30%+ to under 5%.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Network access control (NAC) solutions that verify device health before network access implement what?|Unrestricted access|Posture assessment/compliance checking|Open network|Guest access|1|Network Access Control (NAC) systems verify device security posture (health checks) before granting network access, ensuring only compliant devices connect, quarantining non-compliant devices for remediation. Pre-admission checks: antivirus running and updated, OS patches current, firewall enabled, disk encryption active, unauthorized software absent, device registered/authorized. Post-admission actions: full network access if compliant, quarantine VLAN if non-compliant (access only to remediation servers), block if unregistered device. Technologies: 802.1X authentication (port-based NAC), agentless (scan devices remotely), agent-based (persistent/dissolvable agents on devices). Use cases: BYOD (personal devices meet security baseline), guest access (visitors to isolated network), contractor access (temporary workers limited access), IoT devices (medical/industrial equipment may not support agents - profiling helps). Benefits: prevents compromised devices spreading malware, enforces patch compliance, discovers/inventories network devices, supports BYOD securely, adapts access to risk (different access for managed vs. unmanaged). Implementation challenges: legacy devices may not support 802.1X (MAC authentication bypass fallback), performance impact of continuous monitoring, device profiling accuracy (identify printers, cameras, IoT), user experience (avoid disrupting legitimate users). Major vendors: Cisco ISE, Aruba ClearPass, Fortinet FortiNAC. Requires: strong identity management (Active Directory integration), network infrastructure support (802.1X-capable switches), remediation processes (patch deployment, antivirus updates). Critical for zero trust architectures (device trust verification).|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing DNS sinkholing redirects malware C2 traffic to what?|Real C2 server|Controlled server for monitoring/blocking|User workstation|Public DNS|1|DNS sinkholing redirects malware command-and-control (C2) domain lookups to controlled IP addresses (sinkholes), preventing infected systems from reaching actual C2 servers while enabling monitoring of infections. How it works: security researchers/organizations identify malicious domains, configure DNS servers to return sinkhole IP (0.0.0.0, localhost, or monitoring server) instead of real C2 IP, malware connections fail or reach sinkhole. Benefits: blocks malware C2 (prevents attacker commands, data exfiltration, additional payload downloads), identifies infected systems (devices querying sinkholed domains are compromised), provides intelligence (number of infections, malware families, targeted organizations). Implementation: internal DNS servers with blacklist domains, DNS firewall/RPZ (Response Policy Zones) at recursive resolvers, commercial threat intelligence feeds providing sinkhole lists, ISP-level sinkholes (major ISPs sinkhole known malware). Example: Conficker worm generated thousands of domains daily - security researchers sinkholed them preventing C2 communication. Major botnet takedowns use sinkholes - Emotet, TrickBot, Avalanche operations seized/sinkholed domains affecting millions of bots. Monitoring benefits: log queries to sinkholed domains identifying infected devices, observe infection patterns, track malware campaigns. Limitations: malware with DGA (domain generation algorithms) creates many domains (can't sinkhole all), P2P botnets don't rely on DNS, HTTPS makes traffic inspection harder. Combine with endpoint detection and remediation tools once infections identified via sinkhole.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing least privilege for service accounts and automated processes mitigates what risk?|Insufficient permissions|Excessive permissions enabling lateral movement|User convenience|System performance|1|Least privilege for service accounts (applications, scripts, scheduled tasks running under dedicated accounts) grants only permissions required for specific functions, preventing compromised services from being used for lateral movement or privilege escalation. Service account risks: often have excessive permissions (sometimes Domain Admin), rarely have password changes (static credentials), not monitored like user accounts, high-value targets (24/7 access, no MFA). Best practices: dedicated account per service (don't share), permissions scoped to specific resources (read only specific database, not entire server), deny interactive login (service accounts shouldn't log in at consoles), strong unique passwords (32+ character random), regular password rotation (automated if possible), monitoring service account usage (alerts on unusual activity). Examples: web application service account needs database read/write to specific schema (not sa/root), backup service account needs read access to data and write to backup location (not full admin), monitoring service needs read-only access to polled systems. Implementation: group managed service accounts (gMSA) in Active Directory (automatic password rotation), Kubernetes service accounts (pod-level permissions), AWS IAM roles for EC2/Lambda (temporary credentials), Azure Managed Identity. Attackers often target service accounts after initial compromise - Mimikatz extracts cached service credentials for privilege escalation. Review regularly: audit service account permissions quarterly, remove unused service accounts, document purpose/permissions. Reduces blast radius if service compromised.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing database activity monitoring (DAM) enables detection of what?|Network attacks|Unauthorized database access and SQL injection|Email threats|Physical intrusion|1|Database Activity Monitoring (DAM) continuously monitors database traffic, analyzing queries, access patterns, and privileged user activity to detect policy violations, SQL injection, privilege abuse, and data exfiltration. DAM capabilities: real-time monitoring (alert on suspicious queries), policy enforcement (block violating queries), audit trail (complete query history for forensics/compliance), anomaly detection (unusual access patterns), privileged user monitoring (track DBA activities), sensitive data tracking (who accessed SSNs, credit cards). Detection examples: SQL injection attempts (UNION SELECT, OR 1=1 patterns), privilege escalation (escalating from read-only to admin), excessive data retrieval (SELECT * returning millions of rows suggesting exfiltration), off-hours access (queries at 2 AM from unusual source), unauthorized schema changes (DROP/ALTER without approval). Deployment: network-based (monitor database traffic passively), agent-based (installed on database servers), log-based (analyze database audit logs). Benefits: compensates for weak database authentication (monitors what authenticated users do), meets compliance requirements (PCI-DSS 10.2 requires DAM for cardholder data, SOX for financial data, HIPAA for PHI), detects insider threats (malicious DBAs), provides forensics for breach investigation. Challenges: encrypted database traffic requires SSL decryption, performance impact (inline blocking mode), false positives requiring tuning, requires database expertise to write effective policies. Major vendors: Imperva, IBM Guardium, Oracle Database Activity Monitoring. Complements but doesn't replace: database encryption, access controls, vulnerability scanning.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Threat hunting proactively searching for threats not detected by automated tools finds what?|Known malware only|Advanced persistent threats and zero-day attacks|False positives|Misconfigurations|1|Threat hunting is proactive, hypothesis-driven investigation searching for threats that evaded automated security controls (SIEM alerts, antivirus), discovering advanced persistent threats (APTs), zero-day exploits, and sophisticated attacks living undetected in environment for weeks or months. Differs from incident response (hunting is proactive before alerts, IR is reactive to known incidents). Hunting process: form hypothesis (based on threat intelligence, TTPs, industry threats), collect data (logs, network traffic, endpoint telemetry), analyze for indicators (pivot on findings), respond if confirmed threat, document for detection engineering (create SIEM rules preventing future similar attacks). Example hypotheses: "Adversary using PowerShell for persistence - search for suspicious scheduled tasks launching PowerShell", "APT group targets our industry with spear phishing - search mailboxes for similar tactics", "Insider threat exfiltrating data - search for large file transfers to cloud storage". Data sources: SIEM logs, EDR telemetry, NetFlow/PCAP, threat intelligence feeds, memory forensics, user behavior analytics. Tools: Splunk, ELK stack, carbon Black, CrowdStrike Falcon, Velociraptor. Skills required: understand attacker TTPs (MITRE ATT&CK framework), know normal baseline (to spot anomalies), data analysis, security tool expertise. Findings: ~25% of hunts find real threats missed by automation, reduce dwell time (time from compromise to detection) from average 200+ days to weeks. Organizations mature to continuous hunting (dedicated threat hunting teams) vs. periodic exercises.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing honeypots and honeynets as deception technology provides what?|Production services|Early warning and attacker intelligence|User access|Data storage|1|Honeypots are decoy systems with no legitimate business purpose, designed to attract and detect attackers, providing early warning of reconnaissance/attacks and gathering intelligence on attacker techniques. Honeynets are networks of honeypots simulating realistic environments. Types: low-interaction honeypots (simulate services, safe but less realistic - Honeyd), high-interaction honeypots (real systems in controlled environment, realistic but risky). Deployment locations: internal network (detect lateral movement from compromised systems), DMZ (detect external attacks, divert attackers from real systems), cloud (attract Internet-wide scanning). Value: any interaction is suspicious (no legitimate traffic expected), see attacker techniques unfiltered (not constrained by real system protection), waste attacker time/resources on fake systems, detect zero-day exploits (attacks on unpatched honeypots), gather malware samples, study attacker behavior. Examples: Cowrie (SSH/Telnet honeypot), Dionaea (malware capture), Glastopf (web application honeypot), Canary tokens (honeytokens detecting specific file/URL access). Implementation: isolated from production (attackers can't pivot to real systems), realistic appearance (outdated software, vulnerable configurations attractive to attackers), instrumentation for monitoring (all activity logged), legal considerations (check if active defense legal in jurisdiction). Organizations use: detect insider threats (fake database with sensitive data only accessible to insiders), detect ransomware (early warning when honeypot encrypted), identify compromised credentials (honeypot SSH attempts with real-looking usernames). Challenges: must maintain realism (sophisticated attackers detect honeypots), potential liability if honeypot used to attack others, resource intensive for high-interaction. Commercial: TrapX, Illusive Networks, Attivo provide turnkey deception platforms.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing security baselines using CIS Benchmarks or DISA STIGs provides what?|Random configurations|Standardized secure configurations|Weak settings|Varied security|0|Security baselines define standardized, pre-tested secure configurations for operating systems, applications, and network devices, ensuring consistent security posture and compliance. CIS (Center for Internet Security) Benchmarks provide consensus-developed configurations for 100+ technologies - Windows, Linux, cloud platforms, databases, network devices. DISA STIGs (Security Technical Implementation Guides) are DoD-mandated configurations required for government systems. Benefits: proven secure configurations (tested by security community), compliance shortcuts (PCI-DSS, HIPAA, NIST recommend CIS/STIGs), consistency across fleet (all servers identically configured), automation-friendly (scripts apply baselines), reduce configuration errors. Hardening areas: disable unnecessary services/protocols, enforce strong authentication (password policies, account lockout), enable audit logging, apply least privilege, configure firewalls, enable security features (AppLocker, SELinux), remove default accounts/passwords. Implementation: download baseline for technology, test in non-production (some settings break applications), apply via automation (Group Policy, Ansible, Chef, Terraform), validate with assessment tools (CIS-CAT for CIS, STIG Viewer for STIGs), document exceptions (justified deviations from baseline), reassess quarterly (baselines update as threats evolve). Benchmark levels: Level 1 (practical, minimal impact), Level 2 (defense-in-depth, may affect functionality/performance). Tools: Microsoft Security Compliance Toolkit (SCT), CIS-CAT Pro Assessor. Organizations typically start with baseline, customize for environment, maintain as living documents. Alternative frameworks: NIST SP 800-53 controls, ISO 27002. Immutable infrastructure makes baselines easier - bake into images rather than configure post-deployment.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing robust backup and recovery procedures with offline/immutable backups mitigates what?|Hardware upgrades|Ransomware and data loss|Network optimization|User training|1|Robust backup strategies with offline or immutable backups protect against ransomware, hardware failures, human errors, and disasters by maintaining recoverable copies of critical data that attackers cannot encrypt or delete. Backup best practices: 3-2-1 rule (3 copies of data, 2 different media types, 1 off-site), test restores regularly (untested backups may fail when needed), document recovery procedures, encrypt backups (protect confidentiality), protect backup credentials (separate from production). Ransomware mitigation: offline backups (tape, disconnected drives - ransomware can't reach), immutable backups (write-once, append-only storage - can't be modified/deleted even with admin credentials), air-gapped backups (network-isolated), versioning (keep multiple restore points). Technologies: tape backup (offline by nature), cloud object storage with object lock (AWS S3 Glacier with compliance mode, Azure Blob immutable storage), backup appliances (Rubrik, Cohesity with immutability), snapshots (NetApp, ZFS with read-only snapshots). Recovery time objective (RTO): acceptable downtime duration - guides backup frequency. Recovery point objective (RPO): acceptable data loss - guides backup frequency (RPO 1 hour = hourly backups). Test scenarios: restore single file, restore entire server, restore to different hardware, restore after ransomware (verify clean backups). Common mistakes: backups on same network as production (ransomware encrypts both), not testing restores (discover media errors during emergency), weak backup admin credentials (attackers delete backups before ransomware), insufficient retention (only 1 day backup, attackers established for weeks). Ransomware response: isolate infected systems, identify clean backup point before infection, restore from offline/immutable backups. Compliance requirements: SOX, HIPAA mandate data backup/recovery capabilities.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing privilege access management (PAM) solutions with just-in-time access mitigates what?|Public access|Standing privileged access (always-on admin rights)|Guest access|Anonymous access|1|Privileged Access Management (PAM) solutions control, monitor, and audit elevated privileges, implementing just-in-time (JIT) access where users request temporary administrative rights only when needed, reducing persistent privileged account exposure. Traditional problem: users/service accounts have standing privileges (permanent admin rights) - if compromised, attackers gain immediate elevated access. PAM solutions: credential vaulting (store privileged passwords securely, rotate frequently), session management (record privileged sessions for audit), just-in-time elevation (temporary admin rights for specific task, automatic revocation), approval workflows (require manager/security approval for privilege requests). JIT access: user requests Domain Admin for 2 hours to perform server maintenance, approval granted, automatic privilege elevation, task completed, privileges automatically revoked after time expires or manual relinquishment. Benefits: reduces attack surface (fewer permanent admins), limits blast radius (compromised account has minimal privileges), provides audit trail (who had privileges when), enforces least privilege, supports compliance (SOX, PCI-DSS segregation requirements). Technologies: CyberArk, BeyondTrust, Thycotic Secret Server, Azure Privileged Identity Management (PIM), AWS IAM temporary security credentials. Additional features: privileged session monitoring (video recordings), keystroke logging, command filtering (prevent dangerous commands), credential rotation (change passwords automatically after each use), breakglass procedures (emergency access when PAM unavailable). Use cases: Windows Domain Admin access, Unix root access, database DBA privileges, cloud administrator roles, application admin accounts. Reduces insider threat risk and credential theft impact - attackers stealing credentials of de-privileged account gain nothing. Many breaches exploit harvested privileged credentials - PAM significantly reduces this risk vector.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques

Implementing secure software development lifecycle (SSDLC) with security testing at each phase mitigates what?|Coding speed|Application vulnerabilities before production|Network attacks|Physical threats|1|Secure Software Development Lifecycle (SSDLC) integrates security activities into each development phase (requirements, design, coding, testing, deployment) to identify and fix vulnerabilities before production, when fixes are cheaper and attacks impossible. SSDLC phases: requirements (define security requirements, threat modeling), design (security architecture review, abuse case analysis), development (secure coding standards, code review), testing (SAST/DAST/IAST, penetration testing), deployment (security configuration, patch management), maintenance (vulnerability management, incident response). Security testing types: SAST (Static Application Security Testing - white-box source code analysis, finds SQL injection/XSS patterns), DAST (Dynamic Application Security Testing - black-box testing running application, finds runtime vulnerabilities), IAST (Interactive - combines SAST/DAST during QA testing), dependency scanning (finds vulnerable third-party libraries), fuzzing (invalid inputs to find crashes). Benefits: cheaper to fix (vulnerabilities found in development cost 10-100x less than production), reduces breach risk (fewer vulnerabilities reach production), compliance (PCI-DSS 6.3 requires secure development), improves code quality, reduces technical debt. Integration: shift-left security (earlier testing), DevSecOps (security automation in CI/CD), pre-commit hooks (block commits with vulnerabilities), pull request security checks, automated security gates. Tools: SonarQube (SAST), Checkmarx, Veracode (SAST/DAST), Snyk (dependency scanning), OWASP ZAP (DAST). Challenges: false positives requiring triage, developer training (security awareness), cultural change (security as enabler not blocker), tool integration complexity. Industry frameworks: OWASP SAMM, Microsoft SDL, NIST SSDF (Secure Software Development Framework). Security champions programs train developers in security practices.|2.0 Threats, Vulnerabilities, and Mitigations|2.5 Mitigation Techniques
